Company,count,share_pct
Wolfe Jones Wolfe Hancock Daniel & South LLC,1,8.920854093275916e-06
"Wolcott Rivers Gates, PC",1,8.920854093275916e-06
"Yardstik, Inc.",1,8.920854093275916e-06
Witkes Law Firm LLC,1,8.920854093275916e-06
"Multi-Financial Services, Inc.",1,8.920854093275916e-06
Winton Law,1,8.920854093275916e-06
ALLIED NATIONAL INC,1,8.920854093275916e-06
ALLOCATED BUSINESS MANAGEMENT LLC,1,8.920854093275916e-06
"Moxley & Associates, LLC",1,8.920854093275916e-06
National Credit Managers Association,1,8.920854093275916e-06
National Credit Processing Inc.,1,8.920854093275916e-06
"Wilson, Riley & Associates",1,8.920854093275916e-06
N A NATIONWIDE MORTGAGE,1,8.920854093275916e-06
"AFM Financial Services, LLC",1,8.920854093275916e-06
"AFI Loan Servicing, LLC",1,8.920854093275916e-06
"Wright, Finlay & Zak, LLP",1,8.920854093275916e-06
"ACE LENDING GROUP, LLC",1,8.920854093275916e-06
ACE Midland Holdings,1,8.920854093275916e-06
ACG FUNDING INC,1,8.920854093275916e-06
"YREFY SLP5, LLC",1,8.920854093275916e-06
"YKS Acceptance, Inc.",1,8.920854093275916e-06
AD Capital LLC,1,8.920854093275916e-06
ADA Brown LLC dba Star of Texas Financial Solutions,1,8.920854093275916e-06
ADVANCED COLLECTION SOLUTIONS LLC,1,8.920854093275916e-06
National Asset processing LLC,1,8.920854093275916e-06
Xperia Credit Solutions,1,8.920854093275916e-06
"Xapo, Inc.",1,8.920854093275916e-06
"XPRESS CREDIT MANAGEMENT, LLC",1,8.920854093275916e-06
NCR Financial Services Inc,1,8.920854093275916e-06
XANDER MORTGAGE & REAL ESTATE INC,1,8.920854093275916e-06
X5 Home Loans LLC,1,8.920854093275916e-06
AFC Recovery LLC,1,8.920854093275916e-06
NCMI Corporation,1,8.920854093275916e-06
"Wyatt Johnson Automotive Group Holdings, LLC",1,8.920854093275916e-06
AFFORDABLE MORTGAGE ADVISORS LLC,1,8.920854093275916e-06
WINCHESTER SELLERS FOSTER & STEELE PC,1,8.920854093275916e-06
Neighhood Housing Services of Chicago Inc,1,8.920854093275916e-06
Neil Huffman Automobiles Inc.,1,8.920854093275916e-06
Aspire Mortgage Advisors LLC,1,8.920854093275916e-06
Mastercars Auto Group,1,8.920854093275916e-06
United Student Loan Assistance Center,1,8.920854093275916e-06
Armstrong Teasdale LLP,1,8.920854093275916e-06
"United Services Veterans Mortgage, LLC",1,8.920854093275916e-06
North Main Motors Inc.,1,8.920854093275916e-06
North Prime Lending Inc,1,8.920854093275916e-06
"Ashfield Management Services Inc,",1,8.920854093275916e-06
United Recovery Solutions,1,8.920854093275916e-06
Ashner Group Inc,1,8.920854093275916e-06
"Asset Acquisition Group, LLC",1,8.920854093275916e-06
NorthStar Technologies,1,8.920854093275916e-06
"Asset Law Group, P.C.",1,8.920854093275916e-06
Marquee Funding Group Inc.,1,8.920854093275916e-06
"Asset Management Professionals, LLC",1,8.920854093275916e-06
"Marlin Mortgage Holdings, LLC",1,8.920854093275916e-06
"Assets Recovered, LLC",1,8.920854093275916e-06
"Associated Management Services, Inc..",1,8.920854093275916e-06
"NorthStar Settlement Services, LLC",1,8.920854093275916e-06
Associates International Holdings Corporation,1,8.920854093275916e-06
Assure Home Mortgage LLC,1,8.920854093275916e-06
Ark Auto Solutions,1,8.920854093275916e-06
Aries Loans Inc,1,8.920854093275916e-06
"Mathes Management Enterprises, Inc.",1,8.920854093275916e-06
Universal Commercial Capital. Inc,1,8.920854093275916e-06
"Nolensville Road Auto Mart, Inc.",1,8.920854093275916e-06
"Utah Loan Servicing, LLC",1,8.920854093275916e-06
"Anchor Home Mortgage, Inc.",1,8.920854093275916e-06
"Anchor Loans, Inc.",1,8.920854093275916e-06
"Anchor Mortgage, LLC",1,8.920854093275916e-06
"NorAm Capital Holdings, Inc.",1,8.920854093275916e-06
"Andrea Visgilio-McGrath, LLC",1,8.920854093275916e-06
"McManamy, McLeod, Heller, LLC",1,8.920854093275916e-06
Andy Bowers & Associates LLC,1,8.920854093275916e-06
Normandy Corporation,1,8.920854093275916e-06
"McCullough Payne & Haan, LLC",1,8.920854093275916e-06
Appalachian Lending Corporation,1,8.920854093275916e-06
"Maxim Lending, Corp",1,8.920854093275916e-06
"Apple Auto Sales, Inc.",1,8.920854093275916e-06
Approve Lending Holdings LLC,1,8.920854093275916e-06
Approved Mortgage Corporation,1,8.920854093275916e-06
"North Colony Law Group, PC",1,8.920854093275916e-06
"Universal Finance, Inc.",1,8.920854093275916e-06
Arcstone Financial Inc.,1,8.920854093275916e-06
"Aswad & Ingraham, LLP",1,8.920854093275916e-06
Atchison Account Management,1,8.920854093275916e-06
Amplicon LLC,1,8.920854093275916e-06
Northwest Acceptance Corp. Inc.,1,8.920854093275916e-06
"B Walters CO., LLC",1,8.920854093275916e-06
"B and F Capital, DBA    H and H Legal Support Services,    DBA Paid in Cash",1,8.920854093275916e-06
B-LO LLC,1,8.920854093275916e-06
BAKER GOVERN & BAKER INC,1,8.920854093275916e-06
US Mortgage Resolution LLC,1,8.920854093275916e-06
Malik J Hall Inc,1,8.920854093275916e-06
"Malcolm S. Gerald and Associates, Inc.",1,8.920854093275916e-06
"US Best Credit Solutions, Inc.",1,8.920854093275916e-06
"US Assets, LLC",1,8.920854093275916e-06
"Northwest Contract Collections, Inc.",1,8.920854093275916e-06
Choice Payment Services,1,8.920854093275916e-06
"BCAF, Inc",1,8.920854093275916e-06
BCB Investments LLC,1,8.920854093275916e-06
Northwest Title Company,1,8.920854093275916e-06
BEXIL AMERICAN MORTGAGE INC.,1,8.920854093275916e-06
BFS Capital Inc.,1,8.920854093275916e-06
BIRK CORPORATION,1,8.920854093275916e-06
Make A Way Worldwide,1,8.920854093275916e-06
"BLACK HILLS CHILDREN'S RANCH, INC.",1,8.920854093275916e-06
BLACK MANN & GRAHAM LLP,1,8.920854093275916e-06
Northrim Capital Investments Co.,1,8.920854093275916e-06
Avanta Recovery Services,1,8.920854093275916e-06
UTAHCASHLOANS LLC,1,8.920854093275916e-06
Ultimate Analysis Billing,1,8.920854093275916e-06
Market Place Mortgage Corp.,1,8.920854093275916e-06
"Atlas Exploration, Inc.",1,8.920854093275916e-06
"Atlas Medical Collection, Inc.",1,8.920854093275916e-06
Northeast Collection Bureau,1,8.920854093275916e-06
Auction Credit Enterprise,1,8.920854093275916e-06
Audubon Holdings Group,1,8.920854093275916e-06
Audubon Solutions LLC DBA Titan Portfolio Management Group,1,8.920854093275916e-06
"Augusta Financial, Inc.",1,8.920854093275916e-06
"Unitas Lending, LLC",1,8.920854093275916e-06
"Market Mortgage Company, LTD",1,8.920854093275916e-06
Auto Acceptance Finance LLC,1,8.920854093275916e-06
Northeast Resolutions Inc,1,8.920854093275916e-06
"Auto Masters, LLC",1,8.920854093275916e-06
"Union Home Loan, Inc.",1,8.920854093275916e-06
"Mark Sank & Associates, LLC",1,8.920854093275916e-06
"Unified Mortgage Service, Inc.",1,8.920854093275916e-06
Unified Global Group,1,8.920854093275916e-06
"Manor Resources, LLC",1,8.920854093275916e-06
"Unchained Capital, Inc.",1,8.920854093275916e-06
"Anchor Financial Mortgage, Inc.",1,8.920854093275916e-06
"Amos & Muffoletto, LLC",1,8.920854093275916e-06
Midwest Recovery Ltd,1,8.920854093275916e-06
Vion Holdco I LLC,1,8.920854093275916e-06
"All American Title Co., Inc",1,8.920854093275916e-06
"All Area Abstract, LLC",1,8.920854093275916e-06
Vivix Credit Solutions,1,8.920854093275916e-06
"All Reverse Mortgage, Inc.",1,8.920854093275916e-06
"Vitek Real Estate Industries Group, Inc.",1,8.920854093275916e-06
"Mid-Continent Funding, Inc.",1,8.920854093275916e-06
"Vision Mortgage Company, Ltd.",1,8.920854093275916e-06
"Mid-Atlantic Portfolios, LLC",1,8.920854093275916e-06
"Michigan Legal Specialists, P.C.",1,8.920854093275916e-06
Michigan First Title Agency,1,8.920854093275916e-06
New Silver Lending LLC,1,8.920854093275916e-06
Michelle A. Arace dbaThe Law Firm of Michelle A. Arace,1,8.920854093275916e-06
Allure Retention Solutions,1,8.920854093275916e-06
Victory Realty at the Greene LLC,1,8.920854093275916e-06
New Light Marketing Inc,1,8.920854093275916e-06
AltCap,1,8.920854093275916e-06
Alternative Resource Services Inc,1,8.920854093275916e-06
Aluria Financial Holding LLC,1,8.920854093275916e-06
AmRes Corporation,1,8.920854093275916e-06
"America Trust Funding-Mortgage, Bankers LLC",1,8.920854093275916e-06
Mid-Michigan Collection Bureau,1,8.920854093275916e-06
Neuhauser Law PLLC,1,8.920854093275916e-06
"Middlesex Health Resources, Inc",1,8.920854093275916e-06
"Midstate Finance Company, Inc.",1,8.920854093275916e-06
WESTERN OHIO MORTGAGE,1,8.920854093275916e-06
WESTERN MASS CREDIT CORP.,1,8.920854093275916e-06
Midwest Municipal Services dba CredStar Revenue Solutions,1,8.920854093275916e-06
"WEST ASSET MANAGEMENT, INC.",1,8.920854093275916e-06
Aerostar Finance Inc.,1,8.920854093275916e-06
"Affiliated Collection Service of Florida, Inc",1,8.920854093275916e-06
"Affiliated Creditors, Inc.",1,8.920854093275916e-06
"Affordable Auto Finance, Inc",1,8.920854093275916e-06
Affordable Financial Solutions,1,8.920854093275916e-06
"Agora Data, Inc.",1,8.920854093275916e-06
"Nelson, Watson & Associates, LLC",1,8.920854093275916e-06
Nemovi Law Group,1,8.920854093275916e-06
Aiden & Bodley  Enterprise,1,8.920854093275916e-06
Aidenbaum Schloff and Bloom PLLC,1,8.920854093275916e-06
WALTON FUNDING LLC,1,8.920854093275916e-06
Airport Finance,1,8.920854093275916e-06
"Alantic Personnel & Tenant Screening, Inc",1,8.920854093275916e-06
"Alaska Cascade Financial Services, Inc.",1,8.920854093275916e-06
Midway Resolution Services LLC,1,8.920854093275916e-06
Verified Acquisition Company LLC,1,8.920854093275916e-06
New Start Capital,1,8.920854093275916e-06
"MedPlan Credit, LLC",1,8.920854093275916e-06
"Medical Delinquency Management, Inc",1,8.920854093275916e-06
"American Home Funding, Inc.",1,8.920854093275916e-06
American Mediation,1,8.920854093275916e-06
American Mortgage Inc.,1,8.920854093275916e-06
American Mortgage Investment Partners Fund I Trust,1,8.920854093275916e-06
"VStar Financial, LLC",1,8.920854093275916e-06
"VNU Group, LLC",1,8.920854093275916e-06
"Mel S. Harris and Associates, LLC",1,8.920854093275916e-06
Medisys Ventures,1,8.920854093275916e-06
"Niagara Capital Associates, Inc.",1,8.920854093275916e-06
"American Settlement Funding, LLC",1,8.920854093275916e-06
"America's Mortgage Center, LTD.",1,8.920854093275916e-06
American Student Loan Advocates,1,8.920854093275916e-06
American Title Managers LLC,1,8.920854093275916e-06
VIAL FOTHERINGHAM,1,8.920854093275916e-06
Medical Debt Management,1,8.920854093275916e-06
"Americas Mortgage Professionals, LLC",1,8.920854093275916e-06
"Amerifinance, Inc.",1,8.920854093275916e-06
"MedRecovery Solutions, LLC",1,8.920854093275916e-06
Amerivest Mortgages,1,8.920854093275916e-06
"VANDERHEYDEN LAW OFFICE, P.A.",1,8.920854093275916e-06
"American Financial Mortgage Services, Inc.",1,8.920854093275916e-06
"American Fidelity Mortgage Services, Inc.",1,8.920854093275916e-06
Valorem Lending LLC,1,8.920854093275916e-06
Nexgen Services Inc,1,8.920854093275916e-06
"America's Mortgage Lender, L.L.C.",1,8.920854093275916e-06
Venture Auto Finance,1,8.920854093275916e-06
"America's Secure Home Loans, Inc.",1,8.920854093275916e-06
"American 1st Rate Mortgage, LLC",1,8.920854093275916e-06
"Mezzetti Financial Services, Inc.",1,8.920854093275916e-06
American Billing & Collection,1,8.920854093275916e-06
Vela US Holdco. Inc.,1,8.920854093275916e-06
NewFed Mortgage Corp,1,8.920854093275916e-06
Newby Sartip & Masel LLC,1,8.920854093275916e-06
Varolii Corporation,1,8.920854093275916e-06
American Coast Mortgage Corporation,1,8.920854093275916e-06
"Newland Mortgage, Inc.",1,8.920854093275916e-06
Newman & Lickstein,1,8.920854093275916e-06
"American Credit Exchange, Inc",1,8.920854093275916e-06
"Meta Platforms, Inc",1,8.920854093275916e-06
VanKeef Financial LLC,1,8.920854093275916e-06
Meridian Title  Corporation,1,8.920854093275916e-06
Van Patten Mortgage Group,1,8.920854093275916e-06
"Meridian Capital Management, LLC",1,8.920854093275916e-06
Chester County Auto Finance Inc,1,8.920854093275916e-06
Summit Consumer Group,1,8.920854093275916e-06
"Chowder, Inc.",1,8.920854093275916e-06
"Firsel Law Group, Ltd.",1,8.920854093275916e-06
"Financial Aid Network, LLC",1,8.920854093275916e-06
J D FACTORS LLC,1,8.920854093275916e-06
"J & K Financial Services, LLC",1,8.920854093275916e-06
Island Mortgage Source Inc,1,8.920854093275916e-06
Rockwallet LLC,1,8.920854093275916e-06
"Rockport Holdings, LLC",1,8.920854093275916e-06
Rockdale Capital Management,1,8.920854093275916e-06
Fintology Technologies,1,8.920854093275916e-06
Posh RE Mortgage corporation,1,8.920854093275916e-06
"Isanthes, LLC",1,8.920854093275916e-06
Romano Parker & Associates,1,8.920854093275916e-06
First Capital Recovery Inc.,1,8.920854093275916e-06
First Choice Credit Management,1,8.920854093275916e-06
"First Choice Lending Group, LP",1,8.920854093275916e-06
Iron Capital Group,1,8.920854093275916e-06
Potomac Trust Mortgage Company LLC,1,8.920854093275916e-06
Investment Evolution Corporation,1,8.920854093275916e-06
Robert Morgan Group Inc,1,8.920854093275916e-06
"PreFi, LLC",1,8.920854093275916e-06
"Precise Home Loans, LLC",1,8.920854093275916e-06
"J&D Recovery, Inc.",1,8.920854093275916e-06
"J&H Systems, LLC",1,8.920854093275916e-06
First Equity Mortgage Group LLC,1,8.920854093275916e-06
"Featured Mediation, LLC",1,8.920854093275916e-06
JGB Management Inc.,1,8.920854093275916e-06
"Fair Resolutions, Inc.",1,8.920854093275916e-06
Podium Mortgage Capital LLC,1,8.920854093275916e-06
Fairway Consumer Discount Company,1,8.920854093275916e-06
"Pohler and Associates, LLC",1,8.920854093275916e-06
"Family Financial Care, Inc.",1,8.920854093275916e-06
"Family Mortgage, Inc",1,8.920854093275916e-06
JBrucker Advisors,1,8.920854093275916e-06
Fast Track Servicing,1,8.920854093275916e-06
Federal First Lending LLC,1,8.920854093275916e-06
Fidelity Home Group Corp.,1,8.920854093275916e-06
Rothberg Logan & Warsco LLP,1,8.920854093275916e-06
Federal Trade Commission,1,8.920854093275916e-06
JB Motors LLC,1,8.920854093275916e-06
Ross Financial Recovery Group,1,8.920854093275916e-06
"JAMS-01, Inc",1,8.920854093275916e-06
"JACKSON & McPHERSON, LLC",1,8.920854093275916e-06
"Rosen Legal, LLC",1,8.920854093275916e-06
"J. J. WALKER & ASSOCIATES, LLC",1,8.920854093275916e-06
Fidelity First Real Estate and Mortgage Inc,1,8.920854093275916e-06
Robert E. Lee Attorney At Law,1,8.920854093275916e-06
"First Financial Credit, Inc",1,8.920854093275916e-06
"Retailers' Credit Association of Grass Valley, Inc.",1,8.920854093275916e-06
Fowler Bell PLLC,1,8.920854093275916e-06
"Rhame, Elwood & McClure PC",1,8.920854093275916e-06
Intercounty Mortgage Network Corp.,1,8.920854093275916e-06
Forthright Funding Corporation,1,8.920854093275916e-06
Inter-America Finance Corp.,1,8.920854093275916e-06
"Reverse Mortgages.com, Inc.",1,8.920854093275916e-06
"Intelty, Inc",1,8.920854093275916e-06
Integrity Property Financial Services LLC,1,8.920854093275916e-06
Revenue Recovery Systems,1,8.920854093275916e-06
"Integrity Asset Partners, Ltd.",1,8.920854093275916e-06
Premium Security Inc.,1,8.920854093275916e-06
Focus Point INC,1,8.920854093275916e-06
Francois Capital LLC,1,8.920854093275916e-06
Integrity Acquisitions Group,1,8.920854093275916e-06
"Franklinton Pre-Owned, Inc.",1,8.920854093275916e-06
Revela Inc,1,8.920854093275916e-06
"Instant Loans, Inc",1,8.920854093275916e-06
Fred Fincher Motors,1,8.920854093275916e-06
"Free Debt USA, Inc",1,8.920854093275916e-06
"Presto Mas, Inc.",1,8.920854093275916e-06
Preston Clark & Quinn,1,8.920854093275916e-06
"Foothills Mortgage Group, LLC",1,8.920854093275916e-06
"Premier Lending, Inc.",1,8.920854093275916e-06
"First Financial of Columbia, Inc",1,8.920854093275916e-06
First Sun Financial Inc,1,8.920854093275916e-06
"First Florida Financial, Inc.",1,8.920854093275916e-06
"Predian Financial Services, LLC",1,8.920854093275916e-06
"First Peachtree Finance, Inc.",1,8.920854093275916e-06
"First Premier Mortgage Lending, LLC",1,8.920854093275916e-06
"Inverterra Holdings, LLC",1,8.920854093275916e-06
"First Step Group, LLC",1,8.920854093275916e-06
Ripple Labs Inc.,1,8.920854093275916e-06
Right Step Mortgage LLC,1,8.920854093275916e-06
"Right Key Mortgage, LLC",1,8.920854093275916e-06
"First Title & Escrow, Inc",1,8.920854093275916e-06
"Flyhomes Mortgage, LLC",1,8.920854093275916e-06
International Credit Inc,1,8.920854093275916e-06
"FlexPoint, Inc.",1,8.920854093275916e-06
FloatMe Corp.,1,8.920854093275916e-06
"Richard J. Knapp & Associates, P.C.",1,8.920854093275916e-06
Florida Coastal Closing & Escrow LLC,1,8.920854093275916e-06
"Richard B. Maner, P. C.",1,8.920854093275916e-06
International Collection Agency & Service Inc.,1,8.920854093275916e-06
Florida Recovery Credit Services Corp,1,8.920854093275916e-06
Ricardo A. Gonzalez dba Performance Elite Lending,1,8.920854093275916e-06
JMEN Capital Group Ltd,1,8.920854093275916e-06
FYM Capital LLC,1,8.920854093275916e-06
"Russell Collection Agency, Inc",1,8.920854093275916e-06
"SIRY INC., DBA SIRY AUTO GROUP",1,8.920854093275916e-06
"Jones & Walden, LLC",1,8.920854093275916e-06
"Equity National Title and Closing Services, Inc.",1,8.920854093275916e-06
"SML Capital, Inc.",1,8.920854093275916e-06
John C. Compton PC,1,8.920854093275916e-06
"SM Law, PC",1,8.920854093275916e-06
"Pine Belt Credit, LLC",1,8.920854093275916e-06
Escrow of the West,1,8.920854093275916e-06
SKYRIDGE LENDING LLC,1,8.920854093275916e-06
"SKO Brenner American, Inc.",1,8.920854093275916e-06
"Esler And Lindie, P.A.",1,8.920854093275916e-06
Phoenix mortgage specialist inc.,1,8.920854093275916e-06
Evans & Green LLP,1,8.920854093275916e-06
"Evans, Simpson and Associates, Inc.",1,8.920854093275916e-06
Evelyn Financial Services,1,8.920854093275916e-06
"Even Responsible Finance, Inc.",1,8.920854093275916e-06
"Evergreen Acquistions, LLC",1,8.920854093275916e-06
"SIERRA LENDING GROUP, LLC",1,8.920854093275916e-06
SIBCY CLINE MORTGAGE SERVICE,1,8.920854093275916e-06
"Evesham Mortgage, LLC",1,8.920854093275916e-06
"SHAZAM, INC./IOWA TRANSFER SYSTEM, INC. (ITS)",1,8.920854093275916e-06
"Equity 4 U, Inc.",1,8.920854093275916e-06
"Equihome Mortgage, LLC",1,8.920854093275916e-06
"FX Quick Cash, LLC",1,8.920854093275916e-06
Endpoint Resolution Services (ERS),1,8.920854093275916e-06
"Phelan Hallinan Diamond & Jones, PLLC",1,8.920854093275916e-06
Empire Realty Inc. DBA US Funding Co.,1,8.920854093275916e-06
Empire West Mortgage Lending PLLC,1,8.920854093275916e-06
Encompass Mortgage Services Inc.,1,8.920854093275916e-06
"STAT Financial, Inc.",1,8.920854093275916e-06
"STARK & STARK, P.C.",1,8.920854093275916e-06
STARBOARD FINANCIAL MANAGEMENT,1,8.920854093275916e-06
Encompass Recovery Group LLC,1,8.920854093275916e-06
"Endeavor Capital, LLC",1,8.920854093275916e-06
"Enhanced Acquisitions, LLC",1,8.920854093275916e-06
SOUTH BAY ACCEPTANCE CORPORATION,1,8.920854093275916e-06
SQUARETWO FINANCIAL CORPORATION,1,8.920854093275916e-06
KCM & AHS LLC,1,8.920854093275916e-06
Enter Mortgage Inc,1,8.920854093275916e-06
"KCC Services, LLC",1,8.920854093275916e-06
K & B Capital Corp,1,8.920854093275916e-06
Envision Funding Solutions,1,8.920854093275916e-06
"Phoenix Management Solutions, L.L.C.",1,8.920854093275916e-06
"SOUTH EXCHANGE, INC",1,8.920854093275916e-06
"SOUTH COUNTRY CAPITAL MANAGEMENT, LLC",1,8.920854093275916e-06
Excellent Credit Matters LLC,1,8.920854093275916e-06
"SHAPIRO LAW OFFICE, PC",1,8.920854093275916e-06
SHAPESHIFT AG,1,8.920854093275916e-06
"JWBA Enterprise, Inc. dba American Financial Education Center",1,8.920854093275916e-06
Jackson Automotive Resources,1,8.920854093275916e-06
SCENIC OAKS FUNDING,1,8.920854093275916e-06
"FCTI, Inc.",1,8.920854093275916e-06
FERRANTE ASSOCIATE,1,8.920854093275916e-06
FHC Mortgage,1,8.920854093275916e-06
"FHL HOLDINGS, LLC",1,8.920854093275916e-06
SATORI FINANCIALMORTGAGE GROUP LLC,1,8.920854093275916e-06
FINANCIAL INSIGHT,1,8.920854093275916e-06
"JZ Mortgage Services, Inc.",1,8.920854093275916e-06
"FIRST CONSUMER, LLC",1,8.920854093275916e-06
SGCP Holdco LLC,1,8.920854093275916e-06
"FIRST FINANCIAL SERVICES, INC.",1,8.920854093275916e-06
FIRST US CAPITAL LLC,1,8.920854093275916e-06
"FMK Credit Education Center, INC",1,8.920854093275916e-06
"FPS-Nationwide, LLC",1,8.920854093275916e-06
JPL Recovery Solutions,1,8.920854093275916e-06
FRIENDLY FINANCE DISCOUNT CORPORATION,1,8.920854093275916e-06
FS Card Inc.,1,8.920854093275916e-06
JOSEPH R. HARRISON CO. LPA,1,8.920854093275916e-06
"Russell W Richardson, Attorney at Law",1,8.920854093275916e-06
SCHEER LAW GROUP LLP,1,8.920854093275916e-06
"Pitbladdo Botteron and Jarvis, LLC",1,8.920854093275916e-06
"FAN Distributing, LLC",1,8.920854093275916e-06
SCW Acquisitions LLC DBA TrustARG,1,8.920854093275916e-06
"Executive Acquisitions Group, LLC",1,8.920854093275916e-06
"Executive Title & Closing, Inc.",1,8.920854093275916e-06
Express Aviation,1,8.920854093275916e-06
Pinnacle Capital Funding Corporation,1,8.920854093275916e-06
"Jason Michael Katz, P.C.",1,8.920854093275916e-06
"James D. Calmes, 111",1,8.920854093275916e-06
"EzeCreditServices, LLC",1,8.920854093275916e-06
SERVICELINK LOSS MITIGATION SERVICES,1,8.920854093275916e-06
"SERVICE 1ST MORTGAGE, INC.",1,8.920854093275916e-06
"F & S Financial Marketing, Inc.",1,8.920854093275916e-06
"SENIOR MORTGAGE BANKERS, INC.",1,8.920854093275916e-06
"Pinnacle Legal, P.C.",1,8.920854093275916e-06
Jacob & Griffin Associates,1,8.920854093275916e-06
F&M Capital LLC,1,8.920854093275916e-06
"Jackson Law Offices, PLLC",1,8.920854093275916e-06
F&M Financial Group LLC,1,8.920854093275916e-06
"Pioneer Credit Company, Inc",1,8.920854093275916e-06
"Pioneer Law Firm, P.C.",1,8.920854093275916e-06
FAITH FINANCIAL LLC,1,8.920854093275916e-06
Instant Cash Point,1,8.920854093275916e-06
"Freedom First Financial Services, Inc.",1,8.920854093275916e-06
"Christensen Financial, Inc.",1,8.920854093275916e-06
"HENRY SCHEIN, INC.",1,8.920854093275916e-06
"Gulf Coast Financial Associates, Inc.",1,8.920854093275916e-06
"RUSH COLLECTIONS AGENCY, CORP.",1,8.920854093275916e-06
Prospering Home Loans LLC,1,8.920854093275916e-06
Prosperum Capital Partners LLC,1,8.920854093275916e-06
"HANNA, LLP | HANNA LAW, PLLC",1,8.920854093275916e-06
RUEDY & STITES ADVERTISING COMPANY,1,8.920854093275916e-06
Hometown Title Agency,1,8.920854093275916e-06
RSR & ASSOCIATES INC.,1,8.920854093275916e-06
Homestead Title Abstract Agency Inc.,1,8.920854093275916e-06
"HJ Ventures, LLC",1,8.920854093275916e-06
Guaranty Solutions LLC,1,8.920854093275916e-06
HK Recovery Group Inc.,1,8.920854093275916e-06
HLT CHECK EXCHANGE LLP,1,8.920854093275916e-06
"HMSV Financial Services, Inc.",1,8.920854093275916e-06
HOME FINANCE OF AMERICA,1,8.920854093275916e-06
HOMEPROMISE CORPORATION,1,8.920854093275916e-06
"HONG LAN SERVICES, INC.",1,8.920854093275916e-06
"HONOLULU HOMELOANS, INC.",1,8.920854093275916e-06
Pure Debt Solutions,1,8.920854093275916e-06
"HOUSTONIAN MORTGAGE GROUP, INC.",1,8.920854093275916e-06
GuardHill Financial LLC,1,8.920854093275916e-06
"Rainier Collection Services, Inc.",1,8.920854093275916e-06
Purpose Funding Inc.,1,8.920854093275916e-06
"Prominence Capital Partners, LLC",1,8.920854093275916e-06
"Grant Law, LLC",1,8.920854093275916e-06
"Howard Solochek & Weber, S.C.",1,8.920854093275916e-06
Great Florida Lending Inc.,1,8.920854093275916e-06
"Great Lakes Capital Management, LLC",1,8.920854093275916e-06
Housing & Financial Educator,1,8.920854093275916e-06
"Professional Systems of Mankato, Inc.",1,8.920854093275916e-06
"Progress Law, LLC",1,8.920854093275916e-06
"Horsepower Financial, LLC",1,8.920854093275916e-06
"Rate Rabbit, Inc.",1,8.920854093275916e-06
Greene & Cooper Collections LLC,1,8.920854093275916e-06
"Grupo Estrella, LLC",1,8.920854093275916e-06
"Rapido Credit Repair, Inc.",1,8.920854093275916e-06
"Greenkey Financial, Inc.",1,8.920854093275916e-06
Horman Nichols LLC,1,8.920854093275916e-06
Greg King DBA Karma Consulting,1,8.920854093275916e-06
"Gregg M. Horowitz, P.A",1,8.920854093275916e-06
Gregory and Jacobs Corporation,1,8.920854093275916e-06
"Property Collection Lawyers, LLC",1,8.920854093275916e-06
"Randolph Walzer & Associates, LLC",1,8.920854093275916e-06
Groundwork Holdings LLC,1,8.920854093275916e-06
"HUDDLESTON AND MOORE, INC.",1,8.920854093275916e-06
RMK Financial Corp,1,8.920854093275916e-06
"Freedom Rides, Inc.",1,8.920854093275916e-06
Highland Capital,1,8.920854093275916e-06
RELIABLE HOLDINGS MANAGER LLC,1,8.920854093275916e-06
Home Funding Corporation,1,8.920854093275916e-06
"Hollander, Goode & Lopez, PLLC",1,8.920854093275916e-06
Holiday Finance Corporation,1,8.920854093275916e-06
"Hasson Law, LLC",1,8.920854093275916e-06
REARDEN S INCORPORATED,1,8.920854093275916e-06
READY MORTGAGE LENDERS LLC,1,8.920854093275916e-06
RDM Capital Funding LLC,1,8.920854093275916e-06
"Higlobe, Inc.",1,8.920854093275916e-06
"RCO Legal, P.S.",1,8.920854093275916e-06
Harr Imports Inc,1,8.920854093275916e-06
"Hawthorn Horizon Credit Fund, Series 2",1,8.920854093275916e-06
High Point Asset Inc,1,8.920854093275916e-06
"Healthcare Receivable Professionals, LLC",1,8.920854093275916e-06
Hidden Meadow Lending,1,8.920854093275916e-06
RANTAX INC,1,8.920854093275916e-06
"Heller and Frisone, LTD.",1,8.920854093275916e-06
"Hellmuth & Johnson, PLLC",1,8.920854093275916e-06
"Heritage Finance Company, Inc.",1,8.920854093275916e-06
Hernandez R E Services,1,8.920854093275916e-06
Quantum Servicing Corporation,1,8.920854093275916e-06
Hard Capital Funding LLC,1,8.920854093275916e-06
"RMI Services, LLC",1,8.920854093275916e-06
"HomeLight, Inc.",1,8.920854093275916e-06
"RMB, Inc.",1,8.920854093275916e-06
"HUNTINGTON NATIONAL BANK, THE - FIRSTMERIT BANK, N.A. BRANCH",1,8.920854093275916e-06
"Haines & Krieger, LLC",1,8.920854093275916e-06
HomeQuest Mortgage Corporation,1,8.920854093275916e-06
Halpin Slagh PC,1,8.920854093275916e-06
"RIGHT SIDE UP LENDING, LLC",1,8.920854093275916e-06
QUEST FINANCE  LLC,1,8.920854093275916e-06
"Quad Cities Financial, Inc.",1,8.920854093275916e-06
"HomePace, Inc.",1,8.920854093275916e-06
Quality Lenders Inc,1,8.920854093275916e-06
Quantum Leap Mortgage Corporation,1,8.920854093275916e-06
Hanbery & Turner P.A.,1,8.920854093275916e-06
